Make,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Total Passengers,Total Survivors,Count,Favorable Result,Unfavorable Result,Percent Favorable,Percent Unfavorable
Stirling,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Steven Hardie,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Steven R Mcneese,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stevens R P/Mccright D W,1.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Stewart Mw/Stewart Jd,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stick & Rag Flying Club,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Stiegelmeyer John R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Still Michael J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Soko,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Softex Invest Llc,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Snyder Todd W,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shoemaker James B,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shepard Jimmy D Jr,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Sherman Craig W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Shilt Jerry C,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shiner,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shirey David A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Shiver,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shniderman Ervin Stanley,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Shook,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shell John,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shorey Timothy A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Short Brothers Plc,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Shoup Ronald R,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shpakow Thomas,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shultz Jeffrey D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sibley,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Siebel,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Shelton Joseph G,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sheldrick John H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Siegel Gerald,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shaffer William C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Seher,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Seibert Robert M,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Seno Louis C Sr,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sewell William K,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Seymour,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shaffer,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Shaffer Donald,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shaffstall,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sheahen Dane E,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Shanks V Roger,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Shannon Kevin,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Shannon William,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Sharp Ralph R,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sharpe William L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Shaw,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Shea,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Sieber Paul P,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Siemer James H,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Snelling,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Smith Capella,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Slip Stream,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Slipstream,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sloan Roger D,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Smiley James E,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Smith Albert F,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Smith Allen,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Smith Bret B,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Smith Edward I,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Slaughter Mike,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Smith Vilas,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Smith Wylie Jay,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Smithwick/Treidel,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Smysor Kevin,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Smyth,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Smyth Sidewinder,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Smythe Donald F,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Slingsby,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Skyraider,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Sierra,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Simmons Noel,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sigmon Harvey E,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Sikes,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Siler Ronald E,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Silfvast,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Silveira Jonathan A,0.0,0.0,0.0,4.0,4.0,4.0,1,0,0,0.0,0.0
Simmons,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Simmons Gary F,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Simmons William E,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Skykits Corporation,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Skaggs Ronnie Lynn,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Skeeter,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Skiles Kenneth C,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Skistmas George,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Skwira Matthew J,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
"Sky International, Inc.",0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Skybolt,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Linke,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Keuthan Aircraft Corp,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Lima,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Collins Robert S,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Columbia Aircraft Mfg.,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Combs Dale B,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Combs Earl W,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Comp Air Inc. (Plambeck),0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Concannon Milton,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Cone James A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Conner Leroy,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Conrad Theodore J,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Consolidated  Aeronautics Inc.,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Consolidated Aeronautics,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Consolidated Aeronautics Inc,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
"Consolidated Aeronautics, Inc.",0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Conway Philip J,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Cooper Michael C,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
"Cooper, David W.",1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Corbeil Shawn,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Corben Baby Ace,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Colonial,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Collard,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Butterhof Anthony J,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cole Paul B,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Clamar Floats Inc,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Clark James T,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Clarke Colin,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Clarke Colin A,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Claus Rodney L,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Clayhold,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Clayton Gerald H,1.0,0.0,1.0,0.0,2.0,1.0,1,0,1,0.0,100.0
Cleveland Allan B,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Clevenger Jimmie B,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Clifton,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Clopton Aero Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Cloud Jeffrey Ferrell,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Clutton Eric,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Co Z,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Co-Z Development Corp,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Cobalt Aircraft Industries Inc,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cody Hawkins,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Cornell W F/Sahakian J A Jr,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Cornett Steven M,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Cornford Craig H,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Corsario,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Crawford Alan R,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Crawford James R,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Creech Jerry,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Creek Michel W,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Criquet Aviation Bogota Columb,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Crisman,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Croft Robert C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Crosley,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Cross David L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cross-Capps,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Crow,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Crowder Michael H,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cruz,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Cub Crafter,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cullis,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Culp John S,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Culver Glenn,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Crain Jac A,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.0,100.0
Craig W Sherman,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Craig D Carter,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Couvillion,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
"Cortesy, John E",0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Corvus,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cosmos Phase Ii,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Costruzioni Aeronautichetecnam,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cote James,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Cotter,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Coulter Hugh Clarke,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Covell Kevin Scott,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Craig C Walls,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Covey,1.0,0.0,1.0,0.0,2.0,1.0,1,0,1,0.0,100.0
Cox Clyde H,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cox John Wiley,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cox William M,3.0,0.0,0.0,0.0,3.0,0.0,1,0,0,0.0,0.0
Coyote,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Crabtree,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Craig A Reed,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Clabaugh Robert R,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Citabria,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cismowski,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Casler Scott,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carbon,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Carillon John C,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carlesimo,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carlo Robert,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Carlson,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carlton M. Cadwell,3.0,0.0,0.0,0.0,3.0,0.0,1,0,1,0.0,100.0
Carothers,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Carpenter,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carr,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Carr B L,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Carr Bryan,0.0,1.0,0.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Carrithers Carl L,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Carter Richard L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cartwright H Jr/Cottrell M,2.0,0.0,0.0,0.0,2.0,0.0,1,0,1,0.0,100.0
Casa,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Case Richard L,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Cashen,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
"Capra, Salvatore O",1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Capital Holdings 226 Llc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Capes,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Campbell David,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
C A S A,1.0,0.0,0.0,1.0,2.0,1.0,1,0,0,0.0,0.0
C A Tecnam Srl,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
C M Stuhrenberg/P C Polete,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Ca Tecnam Srl,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Calcote Clarence E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cameron,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Campbell,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Campbell John,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Capella Aircraft Corporation (,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Canadian Car & Foundry,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Canadian Light Acft Sales &Svc,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Canion Michael W,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cano Dave,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cantlon,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cantrell Lw,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Canup,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cashmer Philip M,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Caughran Terry,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Christopher Tom,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Ccx-2000-0081 Llc,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Chatham Robert M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Chaudoin George S,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Chech Aircraft Works Spol Sro,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Cheung David S,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Chicco,0.0,0.0,2.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Chicco Miguel E,1.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Chistov,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Chomo,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Chris Mitchell,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Chris W Kleen,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Christavia,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Christensen Steve,3.0,0.0,0.0,0.0,3.0,0.0,1,0,0,0.0,0.0
Christer,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Christiansen Don E Do,0.0,0.0,1.0,1.0,2.0,2.0,1,0,0,0.0,0.0
Christopher,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Christopher Jon Brown,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Christopher P Gage,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Charles R Kyle,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Charles Peet,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Charles J Norris,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cgs Aviation,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Center Charles C,2.0,0.0,0.0,0.0,2.0,0.0,1,0,0,0.0,0.0
Central Ohio Dragonfly Club,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Central Ohio Dragonfly Clubllc,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Cessna Aircraft,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Cessna Aircraft Co.,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Cessna/Weaver,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cgs,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cgs Aviation Llc,1.0,1.0,0.0,0.0,2.0,1.0,1,0,0,0.0,0.0
Charles D Walker,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Chad Lewis,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Chamberlain Gerald,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Chamberlin Victor Wayne,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Chancey Gerry M,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Chang,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Chapman,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Chapman Mark A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Cunningham,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Cupaiole,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Curnutt Elton E,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Dwyer Michael D,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Drake,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Drake Ronald A,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dralle (Van'S Aircraft),0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dressen,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dressen Donald L,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dreyer,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Driggers Quillan E,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Driver,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Drochak,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Drone Paul E,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Duenas,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dufault Mark V,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Duffy Russell A,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Duke Paul,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Durfee Fred,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Durling James,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Dusenberry Mark J,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dragon Fly Aviation,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Doyle-Michael,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Doyle James E,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Donham Timothy J,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dobbs George,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dombroski Frank,0.0,3.0,0.0,0.0,3.0,3.0,1,0,0,0.0,0.0
Don W Guice,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Donald Bernard Higgs,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Donald G Stokes,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Donald K Stovall,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Donegan Benton,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.0,0.0
Doppelt Fredric F,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Dova Aircraft Sro,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dormaier Monte R,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dorman,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Dornier,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Doshier Wilbert A,0.0,2.0,0.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Dotson William P,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Doubleday Donald,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dova Aircraft,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
Dwight Lohr,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.0,0.0
Dykas,0.0,1.0,1.0,0.0,2.0,2.0,1,0,0,0.0,0.0
Divis S L/Waltrip A J,0.0,0.0,0.0,2.0,2.0,2.0,1,0,0,0.0,0.0
Eagle Aircraft Co,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.0,0.0
